Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
E14 6QS,Yes,51.518938,-0.010845,538110,181877,TQ381818,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",177,62,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.302141,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+HM,45000
E14 6QT,Yes,51.519592,-0.011249,538080,181949,TQ380819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",180,50,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,8,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.285212,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+RG,45000
E14 6QU,Yes,51.520224,-0.011494,538061,182019,TQ380820,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",97,28,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,8,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021382,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.297198,E,E14,"Metropolitan Police","Thames Water",9C3XGXCQ+3C,45000
E14 6QW,Yes,51.517502,-0.013818,537908,181712,TQ379817,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",35,9,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021364,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.181372,E,E14,"Metropolitan Police","Thames Water",9C3XGX9P+2F,45000
E14 6QY,Yes,51.51961,-0.012443,537997,181949,TQ379819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-07-01,,"Tower Hamlets, unparished area","",119,36,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,8,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021382,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.207881,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+R2,45000
E14 6QZ,Yes,51.5199,-0.011998,538027,181982,TQ380819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-07-01,,"Tower Hamlets, unparished area","",64,16,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,8,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021382,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.249377,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+X6,45000
E14 6RB,Yes,51.517648,-0.012298,538013,181731,TQ380817,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1981-06-01,,"Tower Hamlets, unparished area","",77,24,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021364,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.243948,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+33,45000
E14 6RD,Yes,51.517227,-0.017188,537675,181675,TQ376816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2004-09-01,,"Tower Hamlets, unparished area","",22,11,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,8,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.229204,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+V4,41700
E14 6RF,Yes,51.517349,-0.016981,537689,181689,TQ376816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-06-01,,"Tower Hamlets, unparished area","",19,8,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,9,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167228,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.209817,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+W6,41700
E14 6RG,Yes,51.517514,-0.016657,537711,181708,TQ377817,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2004-09-01,,"Tower Hamlets, unparished area","",12,7,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,10,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167228,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.182021,E,E14,"Metropolitan Police","Thames Water",9C3XGX9M+28,41700
E14 6RH,Yes,51.519629,-0.009848,538177,181956,TQ381819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",37,23,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.380141,E,E14,"Metropolitan Police","Thames Water",9C3XGX9R+V3,45000
E14 6RJ,Yes,51.517061,-0.016936,537693,181657,TQ376816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2004-10-01,,"Tower Hamlets, unparished area","",30,11,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,9,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.234976,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+R6,41700
E14 6RL,Yes,51.517227,-0.016698,537709,181676,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2004-10-01,,"Tower Hamlets, unparished area","",11,5,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,9,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167228,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.210789,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+V8,41700
E14 6RN,Yes,51.518889,-0.009579,538198,181874,TQ381818,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",32,12,"Greater London","Tower Hamlets","Tower Hamlets 018D","Urban major conurbation",London,7,2,E01004249,,E02000881,"Tower Hamlets 018",E43000220,E00167128,E14000882,3447,1,0,2020-02-19,"Langdon Park",0.389619,E,E14,"Metropolitan Police","Thames Water",9C3XGX9R+H5,45000
E14 6RP,Yes,51.519183,-0.009379,538211,181907,TQ382819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2004-05-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.404813,E,E14,"Metropolitan Police","Thames Water",9C3XGX9R+M6,45000
E14 6RQ,Yes,51.517376,-0.016432,537727,181693,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-03-01,,"Tower Hamlets, unparished area","",23,12,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,10,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167228,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.187543,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+XC,41700
E14 6RR,Yes,51.517529,-0.016455,537725,181710,TQ377817,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-03-01,,"Tower Hamlets, unparished area","",16,9,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,11,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167228,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.173304,E,E14,"Metropolitan Police","Thames Water",9C3XGX9M+2C,41700
E14 6RS,Yes,51.516499,-0.016139,537750,181596,TQ377815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-04-01,,"Tower Hamlets, unparished area","",30,14,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,7,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.272627,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+HG,41700
E14 6RT,Yes,51.516594,-0.016438,537729,181606,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-02-01,,"Tower Hamlets, unparished area","",9,6,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,8,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.268169,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+JC,41700
E14 6RU,Yes,51.516714,-0.016677,537712,181619,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-01-01,,"Tower Hamlets, unparished area","",7,4,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,8,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.26149,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+M8,41700
E14 6RW,Yes,51.516948,-0.016682,537711,181645,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-02-01,,"Tower Hamlets, unparished area","",10,6,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,9,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.237873,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+Q8,41700
E14 6RX,Yes,51.516878,-0.016267,537740,181638,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-03-01,,"Tower Hamlets, unparished area","",6,4,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,8,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.234495,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+QF,41700
E14 6RY,Yes,51.516912,-0.016654,537713,181641,TQ377816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-02-01,,"Tower Hamlets, unparished area","",38,14,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,9,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00167229,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.24069,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+Q8,41700
E14 6SH,Yes,51.513161,-0.028318,536915,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",1997-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.415058,E,E14,"Metropolitan Police","Thames Water",9C3XGX7C+7M,47600
E14 6TA,Yes,51.516971,-0.020169,537469,181641,TQ374816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1999-12-01,,"Tower Hamlets, unparished area","",74,24,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.403216,E,E14,"Metropolitan Police","Thames Water",9C3XGX8H+QW,41700
E14 6TB,Yes,51.516561,-0.019841,537493,181596,TQ374815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",1999-12-01,,"Tower Hamlets, unparished area","",39,14,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.411097,E,E14,"Metropolitan Police","Thames Water",9C3XGX8J+J3,41700
E14 6TH,Yes,51.519972,-0.012586,537986,181989,TQ379819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-07-01,,"Tower Hamlets, unparished area","",120,38,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021382,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.218248,E,E14,"Metropolitan Police","Thames Water",9C3XGX9P+XX,45000
E14 6TJ,Yes,51.515461,-0.023262,537259,181467,TQ372814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00021429,E14000882,5828,1,0,2020-02-19,"Langdon Park",0.674077,E,E14,"Metropolitan Police","Thames Water",9C3XGX8G+5M,47600
E14 6TL,Yes,51.515642,-0.022907,537283,181488,TQ372814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00021429,E14000882,5828,1,0,2020-02-19,"Langdon Park",0.642467,E,E14,"Metropolitan Police","Thames Water",9C3XGX8G+7R,47600
E14 6TN,Yes,51.5206,-0.010872,538103,182062,TQ381820,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.355651,E,E14,"Metropolitan Police","Thames Water",9C3XGXCQ+6M,45000
E14 6TP,Yes,51.520825,-0.010877,538102,182087,TQ381820,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2015-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,7,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021381,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.369378,E,E14,"Metropolitan Police","Thames Water",9C3XGXCQ+8J,45000
E14 6TQ,Yes,51.516262,-0.014796,537844,181572,TQ378815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.292779,E,E14,"Metropolitan Police","",9C3XGX8P+G3,45000
E14 6TR,Yes,51.516089,-0.014703,537851,181553,TQ378815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-07-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.312576,E,E14,"Metropolitan Police","",9C3XGX8P+C4,45000
E14 6TS,Yes,51.516433,-0.014832,537841,181591,TQ378815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-07-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,5,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.273625,E,E14,"Metropolitan Police","",9C3XGX8P+H3,45000
E14 6TT,Yes,51.515947,-0.015328,537808,181536,TQ378815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2017-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,5,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.326448,E,E14,"Metropolitan Police","Thames Water",9C3XGX8M+9V,45000
E14 6TU,Yes,51.516229,-0.020837,537425,181557,TQ374815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.48808,E,E14,"Metropolitan Police","",9C3XGX8H+FM,41700
E14 6TW,Yes,51.516321,-0.020977,537415,181567,TQ374815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.489813,E,E14,"Metropolitan Police","",9C3XGX8H+GJ,41700
E14 6TX,Yes,51.516479,-0.021244,537396,181584,TQ373815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.495257,E,E14,"Metropolitan Police","",9C3XGX8H+HG,41700
E14 6TY,Yes,51.519897,-0.012388,538000,181981,TQ379819,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2005-07-01,,"Tower Hamlets, unparished area","",11,6,"Greater London","Tower Hamlets","Tower Hamlets 018C","Urban major conurbation",London,8,2,E01004248,,E02000881,"Tower Hamlets 018",E43000220,E00021382,E14000882,3465,1,0,2020-02-19,"Langdon Park",0.225497,E,E14,"Metropolitan Police","Thames Water",9C3XGX9Q+X2,45000
E14 6TZ,Yes,51.513443,-0.010406,538157,181267,TQ381812,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2014-04-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020C","Urban major conurbation",London,9,2,E01004247,,E02000883,"Tower Hamlets 020",E43000220,E00021366,E14000882,3824,1,0,2020-02-19,"All Saints",0.36356,E,E14,"Metropolitan Police","Thames Water",9C3XGX7Q+9R,41700
E14 6UA,Yes,51.515411,-0.014991,537833,181477,TQ378814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-09-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.38622,E,E14,"Metropolitan Police","",9C3XGX8P+52,45000
E14 6UB,Yes,51.515641,-0.014751,537849,181503,TQ378815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.361773,E,E14,"Metropolitan Police","",9C3XGX8P+73,45000
E14 6UD,Yes,51.515125,-0.0146,537861,181446,TQ378814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-09-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,5,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.419844,E,E14,"Metropolitan Police","",9C3XGX8P+35,45000
E14 6UE,Yes,51.515125,-0.0146,537861,181446,TQ378814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,5,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.419844,E,E14,"Metropolitan Police","",9C3XGX8P+35,45000
E14 6UF,Yes,51.515311,-0.014953,537836,181466,TQ378814,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 018B","Urban major conurbation",London,6,2,E01004246,,E02000881,"Tower Hamlets 018",E43000220,E00021385,E14000882,8057,1,0,2020-02-19,"Langdon Park",0.397434,E,E14,"Metropolitan Police","",9C3XGX8P+42,45000
E14 6UG,Yes,51.516636,-0.020977,537414,181602,TQ374816,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2018-04-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.470323,E,E14,"Metropolitan Police","",9C3XGX8H+MJ,41700
E14 6UH,Yes,51.516247,-0.020331,537460,181560,TQ374815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.459414,E,E14,"Metropolitan Police","",9C3XGX8H+FV,41700
E14 6UQ,Yes,51.516344,-0.020212,537468,181571,TQ374815,"Greater London","Tower Hamlets","Lansbury",E09000030,E05009325,England,E11000009,"Poplar and Limehouse",2019-11-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 020D","Urban major conurbation",London,5,2,E01004250,,E02000883,"Tower Hamlets 020",E43000220,E00021387,E14000882,4393,1,0,2020-02-19,"Langdon Park",0.446212,E,E14,"Metropolitan Police","",9C3XGX8H+GW,41700
E14 6WG,Yes,51.513161,-0.028318,536915,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2004-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.415058,E,E14,"Metropolitan Police","Thames Water",9C3XGX7C+7M,47600
E14 7AB,Yes,51.515481,-0.028319,536908,181460,TQ369814,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",195,66,"Greater London","Tower Hamlets","Tower Hamlets 014E","Urban major conurbation",London,9,2,E01004273,,E02000877,"Tower Hamlets 014",E43000220,E00021498,E14000882,5279,1,0,2020-02-19,"Westferry",0.663767,E,E14,"Metropolitan Police","Thames Water",9C3XGX8C+5M,48000
E14 7AD,Yes,51.516789,-0.02587,537074,181610,TQ370816,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 014E","Urban major conurbation",London,9,2,E01004273,,E02000877,"Tower Hamlets 014",E43000220,E00021495,E14000882,5279,1,0,2020-02-19,"Langdon Park",0.77274,E,E14,"Metropolitan Police","Thames Water",9C3XGX8F+PM,48000
E14 7AE,Yes,51.513161,-0.028318,536915,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",1992-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.415058,E,E14,"Metropolitan Police","Thames Water",9C3XGX7C+7M,47600
E14 7AF,Yes,51.51453,-0.027266,536984,181356,TQ369813,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2002-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 014E","Urban major conurbation",London,8,2,E01004273,,E02000877,"Tower Hamlets 014",E43000220,E00021495,E14000882,5279,1,0,2020-02-19,"Westferry",0.547479,E,E14,"Metropolitan Police","Thames Water",9C3XGX7F+R3,48000
E14 7AG,Yes,51.517144,-0.02829,536905,181645,TQ369816,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",1980-01-01,,"Tower Hamlets, unparished area","",98,31,"Greater London","Tower Hamlets","Tower Hamlets 014E","Urban major conurbation",London,10,2,E01004273,,E02000877,"Tower Hamlets 014",E43000220,E00021496,E14000882,5279,1,0,2020-02-19,"Westferry",0.845068,E,E14,"Metropolitan Police","Thames Water",9C3XGX8C+VM,48000
